Sektor;Jednostka;Rok;Kwartal;Wartosc
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2020;1;102,5
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2020;2;100,8
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2020;3;101,1
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2020;4;101,5
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2021;1;102,9
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2021;2;104,0
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2021;3;103,9
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2021;4;103,4
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2022;1;101,9
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2022;2;100,9
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2022;3;100,2
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2022;4;99,0
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2023;1;97,0
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2023;2;98,2
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2023;3;99,1
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2023;4;100,5
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2024;1;109,2
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2024;2;108,7
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2024;3;107,8
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2024;4;107,0
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2025;1;103,3
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2025;2;104,2
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2025;3;104,1
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2025;4;104,5
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2026;1;103,8
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;okres poprzedni=100;2000;1;.
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;okres poprzedni=100;2000;2;.
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;okres poprzedni=100;2000;3;.
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;okres poprzedni=100;2000;4;.
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;okres poprzedni=100;2001;1;.
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;okres poprzedni=100;2001;2;.
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;okres poprzedni=100;2001;3;.
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;okres poprzedni=100;2001;4;.
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;okres poprzedni=100;2002;1;.
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;okres poprzedni=100;2002;2;.
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;okres poprzedni=100;2002;3;.
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;okres poprzedni=100;2002;4;.
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;okres poprzedni=100;2003;1;.
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;okres poprzedni=100;2003;2;.
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;okres poprzedni=100;2003;3;.
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;okres poprzedni=100;2003;4;.
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;okres poprzedni=100;2004;1;.
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;okres poprzedni=100;2004;2;.
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;okres poprzedni=100;2004;3;.
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;okres poprzedni=100;2004;4;.
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;okres poprzedni=100;2005;1;.
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;okres poprzedni=100;2005;2;.
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;okres poprzedni=100;2005;3;.
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;okres poprzedni=100;2005;4;.
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;okres poprzedni=100;2006;1;.
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;okres poprzedni=100;2006;2;.
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;okres poprzedni=100;2006;3;.
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;okres poprzedni=100;2006;4;.
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;okres poprzedni=100;2007;1;96,4
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;okres poprzedni=100;2007;2;101,6
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;okres poprzedni=100;2007;3;102,8
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;okres poprzedni=100;2007;4;105,8
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;okres poprzedni=100;2008;1;97,0
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;okres poprzedni=100;2008;2;102,0
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;okres poprzedni=100;2008;3;100,8
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;okres poprzedni=100;2008;4;103,7
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;okres poprzedni=100;2009;1;96,6
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;okres poprzedni=100;2009;2;99,1
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;okres poprzedni=100;2009;3;101,0
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;okres poprzedni=100;2009;4;104,0
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;okres poprzedni=100;2010;1;95,9
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;okres poprzedni=100;2010;2;100,8
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;okres poprzedni=100;2010;3;99,5
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;okres poprzedni=100;2010;4;105,6
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;okres poprzedni=100;2011;1;94,7
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;okres poprzedni=100;2011;2;101,2
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;okres poprzedni=100;2011;3;100,9
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;okres poprzedni=100;2011;4;103,6
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;okres poprzedni=100;2012;1;95,7
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;okres poprzedni=100;2012;2;99,3
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;okres poprzedni=100;2012;3;100,6
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;okres poprzedni=100;2012;4;104,7
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;okres poprzedni=100;2013;1;96,4
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;okres poprzedni=100;2013;2;100,9
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;okres poprzedni=100;2013;3;100,7
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;okres poprzedni=100;2013;4;105,0
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;okres poprzedni=100;2014;1;97,1
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;okres poprzedni=100;2014;2;101,2
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;okres poprzedni=100;2014;3;100,4
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;okres poprzedni=100;2014;4;105,5
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;okres poprzedni=100;2015;1;98,5
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;okres poprzedni=100;2015;2;99,8
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;okres poprzedni=100;2015;3;100,8
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;okres poprzedni=100;2015;4;105,2
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;okres poprzedni=100;2016;1;98,9
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;okres poprzedni=100;2016;2;100,6
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;okres poprzedni=100;2016;3;100,5
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;okres poprzedni=100;2016;4;102,7
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;okres poprzedni=100;2017;1;98,7
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;okres poprzedni=100;2017;2;101,7
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;okres poprzedni=100;2017;3;101,1
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;okres poprzedni=100;2017;4;104,0
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;okres poprzedni=100;2018;1;98,9
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;okres poprzedni=100;2018;2;101,8
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;okres poprzedni=100;2018;3;100,2
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;okres poprzedni=100;2018;4;104,7
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;okres poprzedni=100;2019;1;98,7
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;okres poprzedni=100;2019;2;100,8
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;okres poprzedni=100;2019;3;99,8
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;okres poprzedni=100;2019;4;103,6
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;okres poprzedni=100;2020;1;98,1
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;okres poprzedni=100;2020;2;97,6
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;okres poprzedni=100;2020;3;102,1
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;okres poprzedni=100;2020;4;104,9
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;okres poprzedni=100;2021;1;98,3
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;okres poprzedni=100;2021;2;99,9
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;okres poprzedni=100;2021;3;100,8
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;okres poprzedni=100;2021;4;103,0
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;okres poprzedni=100;2022;1;98,4
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;okres poprzedni=100;2022;2;97,9
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;okres poprzedni=100;2022;3;99,6
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;okres poprzedni=100;2022;4;99,8
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;okres poprzedni=100;2023;1;98,9
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;okres poprzedni=100;2023;2;100,7
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;okres poprzedni=100;2023;3;101,6
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;okres poprzedni=100;2023;4;103,5
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;okres poprzedni=100;2024;1;103,1
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;okres poprzedni=100;2024;2;99,7
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;okres poprzedni=100;2024;3;99,7
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;okres poprzedni=100;2024;4;102,7
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;okres poprzedni=100;2025;1;100,8
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;okres poprzedni=100;2025;2;101,6
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;okres poprzedni=100;2025;3;99,0
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;okres poprzedni=100;2025;4;104,0
